"","x"
"15099","B4GALNT3"
"15100","ING4"
"15101","SMCO3"
"15102","NAB2"
"15103","GPALPP1"
"15104","CGRRF1"
"15105","SCNN1B"
"15106","CSNK2A2"
"15107","LOC283922"
"15108","STAC2"
"15109","EBI3"
"15110","NDUFA13"
"15111","EMC10"
"15112","ZNF628"
"15113","ZNF418"
"15114","ACVR1"
"15115","DHX35"
"15116","LOC653712"
"15117","PARM1"
"15118","C4orf26"
"15119","PPA2"
"15120","CYFIP2"
"15121","IL17F"
"15122","LOC101929057"
"15123","TRIQK"
"15124","TNFRSF11B"
"15125","ZER1"
"15126","COX7B"
"15127","LRRC41"
"15128","ATP1A2"
"15129","TDRD1"
"15130","TSPAN4"
"15131","ASCL2"
"15132","MACROD1"
"15133","TMEM134"
"15134","NARS2"
"15135","TMEM133"
"15136","RNF26"
"15137","RNF41"
"15138","C12orf66"
"15139","KSR2"
"15140","CIT"
"15141","PSPC1"
"15142","ATP8B4"
"15143","SIN3A"
"15144","MPG"
"15145","C16orf59"
"15146","MIR6862-1"
"15147","MIR6862-2"
"15148","PSMB10"
"15149","SF3B3"
"15150","DVL2"
"15151","ABCA5"
"15152","OXLD1"
"15153","FAM195B"
"15154","MUC16"
"15155","MAP4K1"
"15156","CYP2A13"
"15157","TEAD2"
"15158","C19orf48"
"15159","C2orf74"
"15160","AUP1"
"15161","SLC24A3"
"15162","CHODL"
"15163","ATP5J"
"15164","ALG1L"
"15165","GUSBP5"
"15166","PPAP2A"
"15167","PPIC"
"15168","EEF1E1-BLOC1S5"
"15169","SNHG5"
"15170","CD164"
"15171","LOC101927768"
"15172","RAET1L"
"15173","MPC1"
"15174","UFSP1"
"15175","CHPF2"
"15176","NTMT1"
"15177","NACC2"
"15178","FAM127B"
"15179","CXorf40A"
"15180","SLC5A11"
"15181","WIPI2"
"15182","DENND1A"
"15183","ZNF740"
"15184","HERC2P2"
"15185","PKMYT1"
"15186","CHKB"
"15187","MLH1"
"15188","PHC1"
"15189","LONP2"
"15190","TIMM44"
"15191","RPS14P3"
"15192","C11orf98"
"15193","ZNF28"
"15194","STEAP2-AS1"
"15195","MSMP"
"15196","CENPI"
"15197","HSD3B7"
"15198","SMIM4"
"15199","DDX11-AS1"
"15200","DENND5B"
"15201","CCDC64B"
"15202","EMC8"
"15203","ZBTB7A"
"15204","ZNF557"
"15205","GTPBP3"
"15206","PRSS50"
"15207","EEFSEC"
"15208","FRMD1"
"15209","BZW2"
"15210","WBSCR16"
"15211","PDCD1LG2"
"15212","LOC401585"
"15213","NOLC1"
"15214","GABRP"
"15215","RWDD2A"
"15216","SEPT1"
"15217","MRPL54"
"15218","METTL2A"
"15219","LINC00894"
"15220","LINC01057"
"15221","SLC25A36"
"15222","SNX5"
"15223","JMJD1C-AS1"
"15224","TVP23A"
"15225","MRPL35"
"15226","GTSE1"
"15227","HLA-DQB1"
"15228","KGFLP2"
"15229","KLHL8"
"15230","ERGIC1"
"15231","TNFRSF25"
"15232","FAM221A"
"15233","LOC100505549"
"15234","SH2D4B"
"15235","FAM109A"
"15236","MIEN1"
"15237","MAN2B1"
"15238","HYAL1"
"15239","LEAP2"
"15240","ZSCAN16-AS1"
"15241","LOC100294145"
"15242","TLCD2"
"15243","EIF5AL1"
"15244","LOC730101"
"15245","INSL4"
"15246","C21orf62"
"15247","WDR83OS"
"15248","UGT8"
"15249","GSDMB"
"15250","METAP1"
"15251","DGKH"
"15252","MIR1909"
"15253","ENSA"
"15254","DFFB"
"15255","EXO5"
"15256","SERBP1"
"15257","C1orf53"
"15258","LOC283299"
"15259","CINP"
"15260","SNHG21"
"15261","ATP5D"
"15262","DNASE2"
"15263","BCKDHA"
"15264","RALY-AS1"
"15265","FBLN1"
"15266","MSMO1"
"15267","SNX25"
"15268","C5orf42"
"15269","MRPS17"
"15270","ARHGAP6"
"15271","ZC4H2"
"15272","UTP14A"
"15273","LZTS2"
"15274","MYPOP"
"15275","COA5"
"15276","VPS13A-AS1"
"15277","TGDS"
"15278","WNK4"
"15279","WDR11"
"15280","ALKBH2"
"15281","KIAA1328"
"15282","ABALON"
"15283","RPP25L"
"15284","KLHL41"
"15285","SNORD102"
"15286","KIAA1147"
"15287","LINC01344"
"15288","C1orf198"
"15289","CUBN"
"15290","NUP160"
"15291","NDUFA9"
"15292","PRB3"
"15293","HERC2"
"15294","RPL17"
"15295","PRKCSH"
"15296","MIS18A"
"15297","ITSN1"
"15298","MYRIP"
"15299","HCG4"
"15300","MCPH1"
"15301","MYEOV2"
"15302","CMTM7"
"15303","SERPINB2"
"15304","KIF2C"
"15305","VMO1"
"15306","DGCR14"
"15307","UGT2B28"
"15308","LINC01239"
"15309","DOLPP1"
"15310","ANP32E"
"15311","LOC101927164"
"15312","LDB3"
"15313","PIWIL4"
"15314","KCNJ5"
"15315","TPI1"
"15316","SLAIN1"
"15317","SHBG"
"15318","TRAF4"
"15319","RUNDC3A-AS1"
"15320","GPS1"
"15321","FN3KRP"
"15322","NRTN"
"15323","ZNF616"
"15324","ZNF583"
"15325","LIPT1"
"15326","CCDC150"
"15327","SNORA6"
"15328","HP09053"
"15329","HDAC3"
"15330","NELFE"
"15331","MTCH1"
"15332","COL12A1"
"15333","KIAA1919"
"15334","GLCCI1"
"15335","KCTD7"
"15336","VLDLR-AS1"
"15337","BCAP31"
"15338","NIFK"
"15339","GALC"
"15340","ENO1"
"15341","MIR4458HG"
"15342","LRPAP1"
"15343","ATG9B"
"15344","TRNP1"
"15345","MIR6748"
"15346","SLC25A30"
"15347","RGS9"
"15348","DHFR"
"15349","QRSL1"
"15350","FASTK"
"15351","HIATL2"
"15352","ARRDC1"
"15353","TMX2"
"15354","ZNF771"
"15355","MT1M"
"15356","LENG8-AS1"
"15357","SNORD83B"
"15358","RBX1"
"15359","BRPF1"
"15360","SCN5A"
"15361","SEMA3B-AS1"
"15362","JAKMIP2"
"15363","CPNE3"
"15364","HNRNPF"
"15365","WBP2NL"
"15366","SLC2A8"
"15367","RFX5"
"15368","DNAJC1"
"15369","LOC101928020"
"15370","LOC100129461"
"15371","UPRT"
"15372","MIR24-1"
"15373","ZNF284"
"15374","FUT2"
"15375","RPL28"
"15376","RBM10"
"15377","CAMTA1"
"15378","PIK3R3"
"15379","NOX4"
"15380","LINC01023"
"15381","LOC101928103"
"15382","PRRX1"
"15383","SH3TC1"
"15384","ITPKB"
"15385","UBE2E3"
"15386","KDM5D"
"15387","CHTF8"
"15388","LAMTOR5"
"15389","KDF1"
"15390","RBBP4"
"15391","PFDN2"
"15392","SEPHS2"
"15393","EMILIN1"
"15394","SLC10A3"
"15395","UROD"
"15396","NEK9"
"15397","EDAR"
"15398","TP53TG5"
"15399","MRPL39"
"15400","POLR2F"
"15401","HSD17B10"
"15402","PARP10"
"15403","RNF183"
"15404","SDHA"
"15405","ALKBH3"
"15406","AKR1A1"
"15407","NFATC2IP"
"15408","URGCP"
"15409","DBR1"
"15410","MIR5010"
"15411","GFOD2"
"15412","CSNK1G2-AS1"
"15413","C2orf69"
"15414","KCTD18"
"15415","RPP14"
"15416","PSAPL1"
"15417","LOC102546298"
"15418","NAT1"
"15419","B3GALT6"
"15420","PPP2R1B"
"15421","FAM222A-AS1"
"15422","CASKIN1"
"15423","MIR6887"
"15424","ZSWIM1"
"15425","CHL1-AS1"
"15426","SIMC1"
"15427","VPS28"
"15428","PNPLA4"
"15429","ZNF33B"
"15430","C10orf76"
"15431","LINC00944"
"15432","ZNF10"
"15433","RCCD1"
"15434","PHB"
"15435","TEX261"
"15436","C2orf27B"
"15437","NDRG3"
"15438","PIGT"
"15439","RPL9"
"15440","GAR1"
"15441","AK6"
"15442","MLXIPL"
"15443","MCM4"
"15444","ZNF229"
"15445","PRKCQ-AS1"
"15446","PHRF1"
"15447","CD3D"
"15448","FMNL3"
"15449","RAB40B"
"15450","MIEF1"
"15451","SUPT5H"
"15452","RRS1-AS1"
"15453","ANGPTL3"
"15454","ARHGAP1"
"15455","ASF1B"
"15456","PCDHB4"
"15457","BAIAP2L1"
"15458","NDUFB2-AS1"
"15459","COMMD3-BMI1"
"15460","TRPC5"
"15461","POLR2G"
"15462","LCE2C"
"15463","ATP5C1"
"15464","GOLGA6L10"
"15465","UQCC2"
"15466","GPR22"
"15467","GNL3L"
"15468","FOXA1"
"15469","RPL18A"
"15470","PLD3"
"15471","SNORA71B"
"15472","TFPI2"
"15473","MAP7D3"
"15474","RBSN"
"15475","IPO7"
"15476","PRIMPOL"
"15477","GATAD1"
"15478","VEZF1"
"15479","SMAD1"
"15480","EMD"
"15481","TFEB"
"15482","GPR63"
"15483","TMEM102"
"15484","LOC100131564"
"15485","IDH3A"
"15486","MLST8"
"15487","OR7D2"
"15488","SLC5A6"
"15489","POC5"
"15490","CMPK1"
"15491","MRPL17"
"15492","VPS26B"
"15493","H2AFJ"
"15494","TMTC3"
"15495","CIB2"
"15496","CYP2F1"
"15497","ETFB"
"15498","CHL1"
"15499","COL5A1"
"15500","RAB33A"
"15501","LINC00659"
"15502","GOLGA8O"
"15503","C15orf65"
"15504","TEN1-CDK3"
"15505","TIGD2"
"15506","MBD3"
"15507","ZNF34"
"15508","CISD2"
"15509","FAAP24"
"15510","ATP5SL"
"15511","C16orf95"
"15512","TCEB3C"
"15513","CA6"
"15514","COA6"
"15515","PGF"
"15516","TRIM16L"
"15517","RFNG"
"15518","MVB12A"
"15519","PTOV1-AS1"
"15520","TRABD"
"15521","CNOT10"
"15522","SMARCC1"
"15523","ISOC1"
"15524","ARHGEF5"
"15525","CUL1"
"15526","EXD3"
"15527","TRAF7"
"15528","C19orf71"
"15529","FBLN2"
"15530","TBC1D24"
"15531","ABCA9"
"15532","ATP2A2"
"15533","IRX6"
"15534","MCM7"
"15535","FBXW2"
"15536","TEX30"
"15537","LYPD1"
"15538","MIR631"
"15539","GUCY2D"
"15540","ZNF852"
"15541","SLC22A5"
"15542","NKAP"
"15543","IBSP"
"15544","UNC5C"
"15545","HIST1H2BD"
"15546","COX7A2"
"15547","STIM1"
"15548","ABHD1"
"15549","WDR46"
"15550","SERPINE3"
"15551","LRFN3"
"15552","PDCL3"
"15553","PQLC1"
"15554","FAM3B"
"15555","AGMAT"
"15556","AKR7A3"
"15557","KCNC4"
"15558","EFNA4"
"15559","BMS1P5"
"15560","LOC440028"
"15561","LOC101928896"
"15562","GTSF1"
"15563","FNTB"
"15564","C15orf43"
"15565","ATP2A1-AS1"
"15566","PAPD5"
"15567","TEN1"
"15568","CCDC94"
"15569","MKRN7P"
"15570","UQCR10"
"15571","TMEM108"
"15572","STX18"
"15573","CTB-12O2.1"
"15574","MTO1"
"15575","MIR4665"
"15576","AQP7P1"
"15577","NAA35"
"15578","C9orf69"
"15579","GTF3C1"
"15580","LOC283038"
"15581","MRPS35"
"15582","SNAPC1"
"15583","SNX22"
"15584","UBE2C"
"15585","MAP6D1"
"15586","ZNF192P1"
"15587","PAXIP1"
"15588","PPP1R3F"
"15589","CYP17A1"
"15590","ARHGAP11B"
"15591","LOC285762"
"15592","PDAP1"
"15593","KCNQ4"
"15594","POGK"
"15595","ZNF248"
"15596","LOC101929574"
"15597","TIRAP"
"15598","ZFPM1"
"15599","MLLT6"
"15600","ZNF865"
"15601","SMPD4"
"15602","OGFR-AS1"
"15603","KDM1B"
"15604","LOC101927811"
"15605","ECM2"
"15606","ASS1"
"15607","ZNF296"
"15608","FUCA1"
"15609","WDR3"
"15610","NDUFS2"
"15611","MRPS14"
"15612","LIN9"
"15613","RYR2"
"15614","PITRM1"
"15615","PDHX"
"15616","SCGB1D2"
"15617","UQCC3"
"15618","NUDT8"
"15619","SCNN1A"
"15620","USP30"
"15621","NOXRED1"
"15622","TRMT61A"
"15623","JMJD7"
"15624","UBL7-AS1"
"15625","MYLPF"
"15626","IRX5"
"15627","PDXDC2P"
"15628","SPNS3"
"15629","KLHL11"
"15630","TIMM13"
"15631","PIAS4"
"15632","UBA2"
"15633","HEATR5B"
"15634","IGSF11-AS1"
"15635","ZSCAN23"
"15636","RPS10-NUDT3"
"15637","BTBD9"
"15638","LOC100506804"
"15639","CPSF4"
"15640","SLC39A4"
"15641","OMD"
"15642","HCFC1"
"15643","COPB1"
"15644","ATP5J2-PTCD1"
"15645","SF3B4"
"15646","RPS27"
"15647","FLJ41278"
"15648","ASNA1"
"15649","USP49"
"15650","BMF"
"15651","MIR205HG"
"15652","LGALS7B"
"15653","SPARCL1"
"15654","ZNF300P1"
"15655","POP7"
"15656","CRAT"
"15657","XBP1"
"15658","LOC101928626"
"15659","TMPRSS9"
"15660","CCNJ"
"15661","SLC9A3R1"
"15662","PBLD"
"15663","BMS1P4"
"15664","GOLGA6L17P"
"15665","TERF2"
"15666","NIFK-AS1"
"15667","GJB4"
"15668","SMARCA4"
"15669","ACTR6"
"15670","CTC-338M12.4"
"15671","PCAT7"
"15672","SLC28A1"
"15673","FAM35BP"
"15674","GFRA1"
"15675","CDH24"
"15676","CBR3"
"15677","TMEM184B"
"15678","LINC00691"
"15679","COL10A1"
"15680","FAM86JP"
"15681","OXCT1-AS1"
"15682","KRBA2"
"15683","RPL23"
"15684","DLST"
"15685","GLRX3"
"15686","DHX58"
"15687","BPIFB4"
"15688","ACSS2"
"15689","RRN3P2"
"15690","LINC00260"
"15691","HERC2P9"
"15692","RPS15A"
"15693","UBE2QL1"
"15694","HDX"
"15695","RBP1"
"15696","KLHDC1"
"15697","CYP4Z1"
"15698","FKBP1AP1"
"15699","SAMD11"
"15700","TARBP1"
"15701","PAPSS2"
"15702","RIC8A"
"15703","METTL17"
"15704","GCHFR"
"15705","ZNF154"
"15706","C2orf16"
"15707","RPS21"
"15708","PDXK"
"15709","POFUT2"
"15710","QRICH1"
"15711","RPS12"
"15712","NUP205"
"15713","TPM2"
"15714","LOC101805491"
"15715","OLFML1"
"15716","MFSD12"
"15717","RAB6C"
"15718","COPE"
"15719","ZC3H12D"
"15720","MYO5C"
"15721","AFG3L2"
"15722","SNHG3"
"15723","LCMT1"
"15724","NSMF"
"15725","JAM3"
"15726","DNAJC14"
"15727","NABP2"
"15728","PKM"
"15729","LOC652276"
"15730","ARMC7"
"15731","OSGEPL1"
"15732","SNORA43"
"15733","EDF1"
"15734","ZNF41"
"15735","TMSB4Y"
"15736","USP50"
"15737","UQCRC2"
"15738","WASH7P"
"15739","PGM1"
"15740","DCAF6"
"15741","RNF17"
"15742","POU4F1"
"15743","COASY"
"15744","WTH3DI"
"15745","FBXW5"
"15746","RPL23AP64"
"15747","TECTA"
"15748","CHPT1"
"15749","NDUFB1"
"15750","NPTN"
"15751","HERPUD1"
"15752","POLR2C"
"15753","SNAI3"
"15754","SGK494"
"15755","TLCD1"
"15756","ZNF226"
"15757","FAM134A"
"15758","SUMO3"
"15759","XPC"
"15760","GLB1"
"15761","ZKSCAN7"
"15762","HLA-DRB5"
"15763","LGI3"
"15764","IRAK1"
"15765","LOC101927204"
"15766","CLPP"
"15767","NDUFA7"
"15768","CADM4"
"15769","DTYMK"
"15770","TBRG4"
"15771","ZNF484"
"15772","PRCC"
"15773","SERP1"
"15774","TAF6L"
"15775","CACTIN-AS1"
"15776","ZNF302"
"15777","THRIL"
"15778","RPL23A"
"15779","MGC32805"
"15780","RBM15B"
"15781","PLA2G12A"
"15782","CPSF3L"
"15783","VANGL1"
"15784","PMVK"
"15785","LOC101928446"
"15786","DDX42"
"15787","LOC100128398"
"15788","LOC730102"
"15789","VIPR2"
"15790","FAM69A"
"15791","TYSND1"
"15792","EXT2"
"15793","SPSB2"
"15794","LINC00456"
"15795","RASA3"
"15796","ZNF205"
"15797","TMEM259"
"15798","MPV17L2"
"15799","STX19"
"15800","SLC4A2"
"15801","DPY19L4"
"15802","LINC00476"
"15803","CDK9"
"15804","ZNF436"
"15805","ETFA"
"15806","STC2"
"15807","ZNF467"
"15808","LOC100506100"
"15809","NEURL4"
"15810","NUPR1"
"15811","CRYZ"
"15812","PCNXL2"
"15813","ADARB2"
"15814","FEN1"
"15815","RTN2"
"15816","GYS1"
"15817","MZT2B"
"15818","RAD54L2"
"15819","TH2LCRR"
"15820","SAR1B"
"15821","CDKN2B-AS1"
"15822","SVIP"
"15823","RCOR2"
"15824","ZNF236"
"15825","GAPDH"
"15826","ALG10"
"15827","AQP6"
"15828","GOLGA3"
"15829","LINC00330"
"15830","CCDC175"
"15831","FAM195A"
"15832","SNX29P1"
"15833","CYP27A1"
"15834","TBC1D20"
"15835","PARVB"
"15836","C4orf48"
"15837","FGB"
"15838","MTMR12"
"15839","GUCA1B"
"15840","RNF217-AS1"
"15841","CCT6P1"
"15842","ZFPL1"
"15843","CCT5"
"15844","TLE6"
"15845","SNRPG"
"15846","RFTN1"
"15847","DOCK7"
"15848","VPS72"
"15849","LGI1"
"15850","PGAM5"
"15851","ANPEP"
"15852","RPL38"
"15853","WDR45B"
"15854","XRCC6"
"15855","LSAMP-AS1"
"15856","ADCK2"
"15857","SLC52A2"
"15858","MIR6727"
"15859","FDXACB1"
"15860","MCM8-AS1"
"15861","PEG10"
"15862","CCDC7"
"15863","CD3E"
"15864","ZNF461"
"15865","RPIA"
"15866","C3orf49"
"15867","ZNF680"
"15868","ICMT"
"15869","PCDHGB5"
"15870","LOC100506023"
"15871","RINL"
"15872","NAA10"
"15873","ZSCAN2"
"15874","KPNA2"
"15875","PODXL2"
"15876","RAET1G"
"15877","GFPT1"
"15878","VGLL4"
"15879","ACY1"
"15880","TMEM234"
"15881","KIF26B"
"15882","UBXN6"
"15883","MIR4444-1"
"15884","MIR4444-2"
"15885","LINC00847"
"15886","TPI1P3"
"15887","PLN"
"15888","RBPMS-AS1"
"15889","TRMT10B"
"15890","TET1"
"15891","PRMT3"
"15892","YIF1B"
"15893","COX5A"
"15894","BCAM"
"15895","SERF2-C15ORF63"
"15896","GALNTL6"
"15897","ELMO3"
"15898","NANS"
"15899","PKI55"
"15900","EFS"
"15901","IKZF4"
"15902","ATP5H"
"15903","PTPN23"
"15904","CKMT2"
"15905","MIR4647"
"15906","TBC1D9"
"15907","MIR147A"
"15908","DUSP8"
"15909","SLC25A3"
"15910","RPL27"
"15911","THBS4"
"15912","POLDIP2"
"15913","UBTD1"
"15914","LOC100128494"
"15915","GLB1L3"
"15916","TSC22D1"
"15917","PSMB6"
"15918","STRN4"
"15919","ZNF581"
"15920","ZNF547"
"15921","RPL37A"
"15922","THAP4"
"15923","NELFB"
"15924","CD160"
"15925","TARBP2"
"15926","ATP6V1B1"
"15927","DBI"
"15928","SDHB"
"15929","ATF7IP2"
"15930","EMC6"
"15931","C11orf95"
"15932","LOC101927318"
"15933","PTGR1"
"15934","CYB5R1"
"15935","SAMD4A"
"15936","ABHD2"
"15937","RFWD3"
"15938","MORF4L2"
"15939","DDOST"
"15940","SPC24"
"15941","MRPL50"
"15942","ACAT2"
"15943","SH2B1"
"15944","LOC100506371"
"15945","BEST2"
"15946","CC2D1A"
"15947","KCNG3"
"15948","FBXO22"
"15949","PPAP2B"
"15950","KIAA0586"
"15951","TIMM21"
"15952","MRPL32"
"15953","PSMB7"
"15954","SRSF9"
"15955","LOC101929441"
"15956","ZNF692"
"15957","CSRNP2"
"15958","RNF34"
"15959","CCDC142"
"15960","CYB561D2"
"15961","FAM218A"
"15962","DDX20"
"15963","SLC16A9"
"15964","KIF11"
"15965","IMMP1L"
"15966","LINC00284"
"15967","FGD5P1"
"15968","HIST1H2AM"
"15969","CLDN15"
"15970","CNTFR"
"15971","LINC01560"
"15972","RNF7"
"15973","IFI6"
"15974","RNF115"
"15975","CDCA5"
"15976","ARHGAP42"
"15977","NEMP1"
"15978","POLR1D"
"15979","DAG1"
"15980","ATOX1"
"15981","SNX3"
"15982","LINC00115"
"15983","UQCRH"
"15984","TFCP2"
"15985","PFDN4"
"15986","LOC100130899"
"15987","RRP7BP"
"15988","EEF1E1"
"15989","LRSAM1"
"15990","CCNB3"
"15991","SPOCD1"
"15992","CRYGS"
"15993","C3orf20"
"15994","ZNF670"
"15995","CENPB"
"15996","CDH13"
"15997","FUT8"
"15998","ZNF587"
"15999","NRCAM"
"16000","MST1P2"
"16001","SNRNP40"
"16002","OMA1"
"16003","SLC9C2"
"16004","SAA4"
"16005","CSRP3"
"16006","DDX12P"
"16007","GATC"
"16008","HCAR1"
"16009","C14orf178"
"16010","UBR7"
"16011","BTBD1"
"16012","GOLGA6L4"
"16013","MIR4517"
"16014","C16orf70"
"16015","PSKH1"
"16016","HSBP1"
"16017","GOSR1"
"16018","MGC57346-CRHR1"
"16019","LRRC37A3"
"16020","URI1"
"16021","SPINT2"
"16022","SEC1P"
"16023","TSSC1"
"16024","LOC100286922"
"16025","TSHZ2"
"16026","JAM2"
"16027","HSCB"
"16028","THUMPD3"
"16029","MON1A"
"16030","MRFAP1L1"
"16031","ABLIM2"
"16032","FRAS1"
"16033","GATB"
"16034","LOC101929710"
"16035","WWC1"
"16036","DBN1"
"16037","F13A1"
"16038","HIST1H4K"
"16039","HLA-DPB2"
"16040","TOMM6"
"16041","TRAF3IP2-AS1"
"16042","CHCHD2"
"16043","SLC26A4-AS1"
"16044","LOC100130705"
"16045","OR2A20P"
"16046","MICU3"
"16047","SWI5"
"16048","GTF3C5"
"16049","RNF128"
"16050","HSFX2"
"16051","PSG7"
"16052","PPP2CB"
"16053","ADCK5"
"16054","ZNF75D"
"16055","KPNA3"
"16056","SIDT2"
"16057","WWTR1"
"16058","SNORA70"
"16059","NUFIP1"
"16060","CNKSR3"
"16061","BCL2L2"
"16062","LRBA"
"16063","ANKRD20A3"
"16064","EDC3"
"16065","ARL4D"
"16066","PDZD4"
"16067","CSF1"
"16068","FAM172BP"
"16069","IFNE"
"16070","NEDD8-MDP1"
"16071","PEX10"
"16072","YWHAEP7"
"16073","C19orf25"
"16074","DAD1"
"16075","HIC1"
"16076","WDR43"
"16077","LINC00842"
"16078","FAM20B"
"16079","SPHAR"
"16080","RTKN2"
"16081","FAM186A"
"16082","NYNRIN"
"16083","CATSPER2"
"16084","PPIB"
"16085","SLC7A5P1"
"16086","INO80E"
"16087","ABCC11"
"16088","MIR193A"
"16089","FOXK2"
"16090","DYM"
"16091","LOC729966"
"16092","DDX49"
"16093","SLC7A9"
"16094","EHD2"
"16095","CABP5"
"16096","CPNE1"
"16097","LPIN3"
"16098","TRMT2A"
"16099","SYN2"
"16100","CMC1"
"16101","TMEM39A"
"16102","FAM175A"
"16103","PGBD1"
"16104","OARD1"
"16105","MDN1"
"16106","C17orf51"
"16107","CABLES1"
"16108","C5orf63"
"16109","DDX11L16"
"16110","CDC37"
"16111","CCDC51"
"16112","BHLHB9"
"16113","SLC35F4"
"16114","MRPL46"
"16115","AKT2"
"16116","LOC101928063"
"16117","MZT2A"
"16118","TNNC2"
"16119","ITGB2-AS1"
"16120","MCCC1"
"16121","LOC101927179"
"16122","SMAD5"
"16123","KHDC1"
"16124","MYOM2"
"16125","CYHR1"
"16126","NDUFS1"
"16127","PPARA"
"16128","MRPL44"
"16129","MOCS2"
"16130","COA7"
"16131","TMBIM6"
"16132","TEFM"
"16133","PSMD3"
"16134","KLRB1"
"16135","GALNT11"
"16136","ACOT7"
"16137","ASH1L-AS1"
"16138","VANGL2"
"16139","SYNJ2BP"
"16140","S1PR2"
"16141","SCAF1"
"16142","NAPSA"
"16143","TRIOBP"
"16144","TTLL3"
"16145","SNORA62"
"16146","C8orf76"
"16147","FGD1"
"16148","DMRTC1B"
"16149","DMRTC1"
"16150","FAM96A"
"16151","KAZALD1"
"16152","ZNF705E"
"16153","CEBPA-AS1"
"16154","ZBTB46"
"16155","BOC"
"16156","SESN1"
"16157","MCAM"
"16158","ZNF767P"
"16159","RPL23AP82"
"16160","HSF1"
"16161","ZNF213"
"16162","LRRC37A6P"
"16163","LTBP1"
"16164","LOC93622"
"16165","FAM172A"
"16166","STARD5"
"16167","SREBF1"
"16168","TTI1"
"16169","ZNF717"
"16170","HLA-DPB1"
"16171","MIR3168"
"16172","ZSCAN25"
"16173","FAM196A"
"16174","RBM12B-AS1"
"16175","GLRX5"
"16176","DIABLO"
"16177","LOC100131496"
"16178","CAAP1"
"16179","ZNF511"
"16180","DPF2"
"16181","ACY3"
"16182","ANO2"
"16183","LOC100335030"
"16184","ADCY4"
"16185","STRC"
"16186","RABEP2"
"16187","SLC7A6OS"
"16188","CLUH"
"16189","C19orf53"
"16190","PODNL1"
"16191","ZNF614"
"16192","ZNF135"
"16193","ST6GAL2"
"16194","LOC150776"
"16195","MIR647"
"16196","GRM2"
"16197","FGFRL1"
"16198","BTF3"
"16199","MBLAC2"
"16200","THOC3"
"16201","PPP2R4"
"16202","TBC1D8B"
"16203","ENOX2"
"16204","RBMX"
"16205","PLOD1"
"16206","CD1A"
"16207","APBA2"
"16208","GAPVD1"
"16209","FGF9"
"16210","DCAF13"
"16211","DSTN"
"16212","FAM160A2"
"16213","CXCR5"
"16214","CIAPIN1"
"16215","ZNF626"
"16216","RRP15"
"16217","BMS1"
"16218","AEN"
"16219","LOC101928794"
"16220","GABBR1"
"16221","MYO15B"
"16222","TXLNG"
"16223","AP2A1"
"16224","ATP5J2"
"16225","IL11RA"
"16226","LMOD1"
"16227","TMEM9B"
"16228","ZCRB1"
"16229","ARF3"
"16230","STOML1"
"16231","RPS17"
"16232","KNOP1"
"16233","NLK"
"16234","MIR6797"
"16235","MCEE"
"16236","TLDC2"
"16237","LOC101927686"
"16238","FUCA2"
"16239","SAMD12-AS1"
"16240","TESC"
"16241","WNT4"
"16242","LOC646471"
"16243","GLRX2"
"16244","C1orf100"
"16245","BCL2L14"
"16246","NRG4"
"16247","YJEFN3"
"16248","NFE2L3"
"16249","SLC27A5"
"16250","SRPRB"
"16251","HTT"
"16252","CLCN4"
"16253","SUGP1"
"16254","PSMD8"
"16255","PAX3"
"16256","LOC155060"
"16257","SLIT3"
"16258","LOC102724596"
"16259","INPPL1"
"16260","NDUFAF5"
"16261","SEC61A1"
"16262","ENDOD1"
"16263","SEC11C"
"16264","NREP"
"16265","B3GNT6"
"16266","MLLT1"
"16267","NIPSNAP1"
"16268","XPOT"
"16269","SNORA45B"
"16270","PHOX2A"
"16271","RIMKLB"
"16272","ZNF354C"
"16273","INTS6-AS1"
"16274","FAAP20"
"16275","PAQR7"
"16276","SSR2"
"16277","RNF187"
"16278","EMX2"
"16279","CARS"
"16280","SAC3D1"
"16281","CASC18"
"16282","CCDC64"
"16283","CHMP4A"
"16284","EMC4"
"16285","PDPK1"
"16286","BCAR1"
"16287","HSD17B1"
"16288","PDK2"
"16289","REXO1"
"16290","KLK4"
"16291","HIBCH"
"16292","PGAP1"
"16293","PARD3B"
"16294","PDCD1"
"16295","SPATC1L"
"16296","MPST"
"16297","TMEM115"
"16298","GCSAM"
"16299","CYSTM1"
"16300","ZMIZ2"
"16301","KRIT1"
"16302","MCPH1-AS1"
"16303","BRF2"
"16304","ZNF510"
"16305","GS1-594A7.3"
"16306","TRMT2B"
"16307","TAZ"
"16308","ARL5A"
"16309","SARDH"
"16310","HMCN2"
"16311","PDIA3P1"
"16312","ECE1"
"16313","FBXO21"
"16314","C1QTNF9"
"16315","U2AF1L4"
"16316","PHLDB3"
"16317","ZNF582"
"16318","TARP"
"16319","ACO1"
"16320","MIR181A2HG"
"16321","EXOSC10"
"16322","NMNAT3"
"16323","FAM90A1"
"16324","BIRC5"
"16325","ARFGAP2"
"16326","MPLKIP"
"16327","RNF208"
"16328","PDIA3"
"16329","MAN2B2"
"16330","TSPAN33"
"16331","AK2"
"16332","MAP10"
"16333","IFI27L2"
"16334","ALYREF"
"16335","SF3A2"
"16336","MIR6800"
"16337","MAVS"
"16338","APOBEC3F"
"16339","NDUFA6"
"16340","GUSBP2"
"16341","LACTB2-AS1"
"16342","DHDDS"
"16343","NAPEPLD"
"16344","RNF215"
