"","x"
"9175","MID1"
"9176","RHOC"
"9177","CCDC90B"
"9178","MFSD2B"
"9179","MIR6814"
"9180","NIPBL-AS1"
"9181","LOC100270746"
"9182","DNAJC8"
"9183","UTS2"
"9184","CEP85"
"9185","ZZZ3"
"9186","GCLM"
"9187","FUT4"
"9188","DPAGT1"
"9189","DNM1L"
"9190","GATM"
"9191","ZNF774"
"9192","CCL5"
"9193","TJP3"
"9194","SPHK2"
"9195","ITGB1BP1"
"9196","GPC1"
"9197","IP6K1"
"9198","RASSF1-AS1"
"9199","PI4K2B"
"9200","TMEM144"
"9201","C7"
"9202","ATF6B"
"9203","SNORD50B"
"9204","TRIM56"
"9205","BAG4"
"9206","NCBP1"
"9207","PRRX2"
"9208","DDX31"
"9209","COMMD6"
"9210","LOC100130872"
"9211","CDH6"
"9212","BNC2"
"9213","REV1"
"9214","FAM178A"
"9215","DPH1"
"9216","ZNF286B"
"9217","MRPL34"
"9218","CA11"
"9219","LOC100505921"
"9220","PGBD2"
"9221","LOC100129917"
"9222","NDUFB4"
"9223","TM7SF3"
"9224","NDUFB5"
"9225","ERCC6"
"9226","MTHFSD"
"9227","KTI12"
"9228","BDNF-AS"
"9229","DDB1"
"9230","KCTD10"
"9231","TK1"
"9232","ACMSD"
"9233","RBL1"
"9234","ARHGEF3"
"9235","SLC15A2"
"9236","SHFM1"
"9237","DDX26B"
"9238","BORA"
"9239","C5orf22"
"9240","XPO7"
"9241","RPL7A"
"9242","BIRC6-AS2"
"9243","LEF1-AS1"
"9244","STAG3L5P-PVRIG2P-PILRB"
"9245","ACSL3"
"9246","PGK1"
"9247","SMIM10L2B"
"9248","LOC641367"
"9249","PVRL3"
"9250","PTGES2"
"9251","TXNDC9"
"9252","MFSD1"
"9253","ZNF766"
"9254","AZI2"
"9255","BTBD16"
"9256","C1QL3"
"9257","TMEM70"
"9258","TCF20"
"9259","FAM83G"
"9260","MFSD11"
"9261","POLR1B"
"9262","C10orf32-ASMT"
"9263","TCOF1"
"9264","UGT2A2"
"9265","GHITM"
"9266","PPAT"
"9267","LOC101928441"
"9268","EVL"
"9269","TBC1D3B"
"9270","GUSBP3"
"9271","KIAA2022"
"9272","IGSF21"
"9273","MORF4L1"
"9274","DES"
"9275","EMC3"
"9276","SPINK6"
"9277","FMO9P"
"9278","ILVBL"
"9279","SS18L1"
"9280","RPL7L1"
"9281","C5orf46"
"9282","C6orf99"
"9283","LOC100128288"
"9284","FAM168B"
"9285","ATF4"
"9286","TSEN2"
"9287","MUC5AC"
"9288","CEP76"
"9289","MIEF2"
"9290","THTPA"
"9291","CCDC61"
"9292","ZMPSTE24"
"9293","AKR1C1"
"9294","OR7E14P"
"9295","PPME1"
"9296","ZNF263"
"9297","CX3CL1"
"9298","PDF"
"9299","THAP7"
"9300","CNOT4"
"9301","SON"
"9302","RELL2"
"9303","ARHGEF37"
"9304","HNRNPU-AS1"
"9305","IL17A"
"9306","ASMT"
"9307","MYBBP1A"
"9308","PRDM2"
"9309","ZNF32-AS1"
"9310","DRAP1"
"9311","SYNPR"
"9312","MRPS27"
"9313","CLINT1"
"9314","LOC441666"
"9315","C1QTNF9B"
"9316","CDIPT"
"9317","MED1"
"9318","ZNF444"
"9319","WFDC5"
"9320","DNTTIP1"
"9321","NME6"
"9322","EHMT2"
"9323","CALU"
"9324","ADAMTS13"
"9325","ARID1A"
"9326","NEBL-AS1"
"9327","SPIC"
"9328","STON1"
"9329","ATP8B5P"
"9330","KLHL28"
"9331","ZNF81"
"9332","CSNK1G3"
"9333","ZNF37BP"
"9334","CTBP2"
"9335","SAP18"
"9336","FERMT2"
"9337","PLXDC1"
"9338","ZNF385C"
"9339","SP2"
"9340","SMIM11"
"9341","QARS"
"9342","CHCHD4"
"9343","NDN"
"9344","SPIB"
"9345","HSD17B8"
"9346","RNF148"
"9347","EPPK1"
"9348","POLE3"
"9349","DGCR11"
"9350","KDM4A"
"9351","EIF1AD"
"9352","BACE1-AS"
"9353","ACACA"
"9354","DOHH"
"9355","MORC2-AS1"
"9356","DMC1"
"9357","ZFAT-AS1"
"9358","GARS"
"9359","SEC14L2"
"9360","THEM6"
"9361","GRAP"
"9362","PANK2"
"9363","SGOL1-AS1"
"9364","NAA30"
"9365","ALDH4A1"
"9366","TSSK4"
"9367","LOC105376360"
"9368","FAXC"
"9369","EDEM3"
"9370","CCDC80"
"9371","MIR564"
"9372","LARP1"
"9373","KIAA1429"
"9374","IDH1-AS1"
"9375","TBC1D3P1-DHX40P1"
"9376","PTPN4"
"9377","SFTPD"
"9378","CDH20"
"9379","RPL34-AS1"
"9380","SPTBN1"
"9381","ZMYM4"
"9382","LIN52"
"9383","ZNF559-ZNF177"
"9384","ANKRD36BP2"
"9385","ATP6V0A4"
"9386","FCF1"
"9387","KRT16P1"
"9388","EME1"
"9389","PIGN"
"9390","GSTCD"
"9391","FNIP2"
"9392","ZNF395"
"9393","TSR2"
"9394","EML3"
"9395","ZBTB7C"
"9396","ZNF414"
"9397","WTIP"
"9398","SPTLC3"
"9399","LOC100996447"
"9400","LOC101928523"
"9401","SNORD97"
"9402","FDX1L"
"9403","MPI"
"9404","DEXI"
"9405","VN1R1"
"9406","CAMKMT"
"9407","WDR5"
"9408","MEOX1"
"9409","SLC39A6"
"9410","AMZ2"
"9411","YPEL1"
"9412","MDP1"
"9413","ABHD17C"
"9414","RAB26"
"9415","BLMH"
"9416","SH3RF1"
"9417","MPHOSPH6"
"9418","RNASEK"
"9419","PMPCA"
"9420","CXXC5"
"9421","HORMAD1"
"9422","ZCCHC24"
"9423","ANKRD9"
"9424","TNRC18P1"
"9425","TSC1"
"9426","HN1"
"9427","HBS1L"
"9428","BCKDHB"
"9429","KIAA0196"
"9430","SMIM15"
"9431","LINC00685"
"9432","FLVCR1"
"9433","MIR3654"
"9434","LYRM5"
"9435","NAGPA-AS1"
"9436","PDXDC1"
"9437","NUDT7"
"9438","MAU2"
"9439","METTL5"
"9440","POM121L9P"
"9441","PLD1"
"9442","SRRM3"
"9443","SSBP1"
"9444","FZD6"
"9445","PCED1A"
"9446","SPAG7"
"9447","DCUN1D4"
"9448","MOB3C"
"9449","ADGRG5"
"9450","ISY1-RAB43"
"9451","MIR221"
"9452","PCNT"
"9453","SMIM1"
"9454","FAM24B"
"9455","TNFSF13"
"9456","CYP2D7"
"9457","SPTSSB"
"9458","AVEN"
"9459","LRP1"
"9460","SETD3"
"9461","ZBTB10"
"9462","CTAGE8"
"9463","NOM1"
"9464","PSMA2"
"9465","ACOT2"
"9466","MKNK2"
"9467","ZMAT5"
"9468","COMMD10"
"9469","LMO7-AS1"
"9470","PPP1R14D"
"9471","FAM86DP"
"9472","TUBA3D"
"9473","LOC100288123"
"9474","HES2"
"9475","TBCE"
"9476","KIAA1683"
"9477","LOC391322"
"9478","CBX6"
"9479","ZNF189"
"9480","PCDH19"
"9481","LINC01315"
"9482","NOTCH4"
"9483","C15orf56"
"9484","PLLP"
"9485","FAM221B"
"9486","ERC2"
"9487","SYNCRIP"
"9488","GJA4"
"9489","ZNF525"
"9490","CRYBB2"
"9491","ARFGEF3"
"9492","FCMR"
"9493","PAWR"
"9494","SKA3"
"9495","SLC13A2"
"9496","NELFCD"
"9497","SCARNA12"
"9498","CNNM4"
"9499","LOC101927950"
"9500","ALDH18A1"
"9501","PLA2G15"
"9502","TNFRSF14"
"9503","ADH1A"
"9504","HSD17B7P2"
"9505","ZNF829"
"9506","SAE1"
"9507","AQR"
"9508","ALDH1B1"
"9509","DIS3L"
"9510","FADS1"
"9511","POLR3G"
"9512","ZNF488"
"9513","CCDC127"
"9514","GSTM5"
"9515","IL24"
"9516","FOXP4"
"9517","DLX6"
"9518","SYNPR-AS1"
"9519","SYTL3"
"9520","PNPLA6"
"9521","MIB1"
"9522","MIR100HG"
"9523","MIR6764"
"9524","POM121L1P"
"9525","GNAI1"
"9526","SLC2A10"
"9527","ZNF337-AS1"
"9528","PTCH2"
"9529","ZNF326"
"9530","MSRA"
"9531","ADAT3"
"9532","ZDHHC20"
"9533","CCDC47"
"9534","LOC100996583"
"9535","CFL1P1"
"9536","CEP192"
"9537","HAUS1"
"9538","GNLY"
"9539","ZNF639"
"9540","CCR6"
"9541","SLC25A51"
"9542","FUNDC2"
"9543","ATIC"
"9544","SLC2A4"
"9545","ABCA11P"
"9546","RPP40"
"9547","HK1"
"9548","GTF3A"
"9549","KAT7"
"9550","TRAPPC2B"
"9551","ZNF697"
"9552","ADARB1"
"9553","HSPB7"
"9554","MLYCD"
"9555","CDPF1"
"9556","C1orf220"
"9557","TMPO"
"9558","OR2A1-AS1"
"9559","NAPRT"
"9560","C11orf24"
"9561","ATF1"
"9562","MPHOSPH8"
"9563","MIR1972-2"
"9564","MIR1972-1"
"9565","TLK1"
"9566","EVC"
"9567","C9orf40"
"9568","AOX2P"
"9569","RBM4"
"9570","ALDH7A1"
"9571","LOR"
"9572","METTL25"
"9573","MINK1"
"9574","SLC26A11"
"9575","APOB"
"9576","TMEM191A"
"9577","TRIM63"
"9578","SOX5"
"9579","C16orf62"
"9580","PARD6A"
"9581","SNRPC"
"9582","YTHDF2"
"9583","TPH2"
"9584","MARK4"
"9585","JMJD8"
"9586","ZZEF1"
"9587","HDAC5"
"9588","OXSM"
"9589","FAM110C"
"9590","STAU1"
"9591","SNX8"
"9592","VPS13C"
"9593","RAB4B"
"9594","COL6A4P2"
"9595","DNAJC19"
"9596","ZDHHC4"
"9597","AGPAT5"
"9598","TCF24"
"9599","SHMT2"
"9600","CABYR"
"9601","PLS1"
"9602","CASC5"
"9603","CYB5RL"
"9604","KRT16P2"
"9605","MADCAM1"
"9606","LYL1"
"9607","C5orf34"
"9608","FAM120AOS"
"9609","MECP2"
"9610","UGGT1"
"9611","KIAA0556"
"9612","BMS1P6"
"9613","CYP19A1"
"9614","TYMS"
"9615","TTC7A"
"9616","TTF1"
"9617","RNF224"
"9618","MED12"
"9619","IARS2"
"9620","MPHOSPH10"
"9621","PLGLA"
"9622","PSMC2"
"9623","NOC3L"
"9624","PIK3CD-AS2"
"9625","ZBTB20-AS1"
"9626","TIGAR"
"9627","HIP1R"
"9628","PTPRK"
"9629","DDI2"
"9630","MIR3064"
"9631","ASH2L"
"9632","TMEM246-AS1"
"9633","ZXDC"
"9634","DHTKD1"
"9635","NFATC2"
"9636","DGUOK"
"9637","RNF214"
"9638","CPT2"
"9639","RNASEK-C17orf49"
"9640","SETDB1"
"9641","ZNF629"
"9642","SH3BGR"
"9643","U2AF1"
"9644","HSPA4"
"9645","CACNA1B"
"9646","RNF138"
"9647","PNKP"
"9648","RAB19"
"9649","AFF3"
"9650","WARS2"
"9651","ZRSR2"
"9652","NXF3"
"9653","ANXA2P1"
"9654","ERCC8"
"9655","NXT2"
"9656","MTHFD2L"
"9657","MTCH2"
"9658","CYP2E1"
"9659","FLT3"
"9660","NBEAL1"
"9661","HDAC9"
"9662","CDC42EP2"
"9663","PCCA"
"9664","RNF31"
"9665","LINC00239"
"9666","NMB"
"9667","SYNM"
"9668","PLA2G10"
"9669","SNORD2"
"9670","TRIM41"
"9671","SOSTDC1"
"9672","DNASE1L1"
"9673","TTTY2"
"9674","TTTY2B"
"9675","TMEM213"
"9676","LINGO4"
"9677","MINOS1P1"
"9678","C15orf57"
"9679","LRRC47"
"9680","PTBP2"
"9681","LCE5A"
"9682","B3GALT2"
"9683","SIRT3"
"9684","MIR6747"
"9685","VEGFB"
"9686","KCNJ1"
"9687","GAS6-AS1"
"9688","CD22"
"9689","PPP1R13L"
"9690","ZNF776"
"9691","NDUFA10"
"9692","NEU4"
"9693","MX1"
"9694","ARL13B"
"9695","ZBTB20"
"9696","MED10"
"9697","MRPS28"
"9698","KRBOX4"
"9699","LOC100506801"
"9700","BCAN"
"9701","C6orf132"
"9702","OGFRP1"
"9703","AKR1C8P"
"9704","AXIN2"
"9705","NANOS3"
"9706","GLUD1P3"
"9707","ZNF761"
"9708","ITIH2"
"9709","ALG1"
"9710","TVP23B"
"9711","ABHD16A"
"9712","RCN1"
"9713","NAT10"
"9714","AKAP5"
"9715","PIGQ"
"9716","MKL2"
"9717","SEPW1"
"9718","ZGPAT"
"9719","SLC51A"
"9720","ACOT13"
"9721","CPSF1"
"9722","LOC101928008"
"9723","CYTH3"
"9724","CELSR2"
"9725","ST7L"
"9726","ZNF789"
"9727","MATN1-AS1"
"9728","NDUFS3"
"9729","SOX21"
"9730","SF3A3"
"9731","DEPDC1B"
"9732","PPP1R9A"
"9733","FICD"
"9734","RCAN2"
"9735","RILPL1"
"9736","OGFOD3"
"9737","ANGPTL4"
"9738","ING5"
"9739","SNORA10"
"9740","FAM110A"
"9741","CLDN20"
"9742","LOC101928988"
"9743","MGST1"
"9744","MAN1A2"
"9745","LL22NC03-75H12.2"
"9746","MYL6"
"9747","CSTF1"
"9748","GLTPD2"
"9749","KANSL1-AS1"
"9750","INTS2"
"9751","MIR141"
"9752","CLIC1"
"9753","VPS37C"
"9754","LRRC8D"
"9755","CASP6"
"9756","BTNL9"
"9757","TMEM39B"
"9758","API5"
"9759","NAB1"
"9760","LOC440173"
"9761","AQP3"
"9762","NLE1"
"9763","THOC1"
"9764","ALKBH8"
"9765","SOGA1"
"9766","SPG11"
"9767","SPCS2"
"9768","NRF1"
"9769","POLR3C"
"9770","PPP1R1B"
"9771","FBXL4"
"9772","ZNF615"
"9773","TMEM86B"
"9774","MTNR1A"
"9775","ST7"
"9776","TNFRSF12A"
"9777","EVI5"
"9778","KIAA1804"
"9779","DOC2B"
"9780","TOMM20"
"9781","NUP188"
"9782","CSPG4"
"9783","SNAP47"
"9784","SYNPO2L"
"9785","PMS2P9"
"9786","SNORA25"
"9787","SIGLEC16"
"9788","CD207"
"9789","ELK4"
"9790","CCDC109B"
"9791","SPRN"
"9792","MANEAL"
"9793","SHC2"
"9794","ZBTB5"
"9795","NUSAP1"
"9796","PSRC1"
"9797","NRL"
"9798","THOP1"
"9799","MAMSTR"
"9800","ZSCAN1"
"9801","UROS"
"9802","LOC644145"
"9803","MED29"
"9804","ARMC2-AS1"
"9805","ZNF676"
"9806","SDCBP2-AS1"
"9807","MRE11A"
"9808","RPL22L1"
"9809","CIITA"
"9810","ANK2"
"9811","FUNDC1"
"9812","LENG8"
"9813","WFDC8"
"9814","NRIP2"
"9815","TRAIP"
"9816","SPDYE8P"
"9817","ZWILCH"
"9818","LINC01191"
"9819","NLN"
"9820","FKBP14"
"9821","CASC4"
"9822","ISLR"
"9823","NBAS"
"9824","ABCB11"
"9825","STAG3L1"
"9826","CKM"
"9827","SSFA2"
"9828","LARGE"
"9829","ODF3L1"
"9830","HSD17B12"
"9831","HSBP1L1"
"9832","RBM43"
"9833","RASSF6"
"9834","SET"
"9835","TSPYL1"
"9836","SIRT6"
"9837","STARD7-AS1"
"9838","TNFRSF4"
"9839","ID3"
"9840","MBNL2"
"9841","ATF2"
"9842","C2orf54"
"9843","FGF12"
"9844","SDHAP3"
"9845","ATP6V0E1"
"9846","GPR173"
"9847","PRKG2"
"9848","LOC100507144"
"9849","C22orf24"
"9850","KLHL7"
"9851","TTC31"
"9852","CNTN5"
"9853","FTSJ2"
"9854","GPT2"
"9855","SLC6A12"
"9856","TMSB10"
"9857","ADAMTS3"
"9858","PCSK5"
"9859","FAM78A"
"9860","MCM3AP-AS1"
"9861","GPR180"
"9862","SLC38A7"
"9863","ATP6V0D1"
"9864","TMEM160"
"9865","SEMA4C"
"9866","CDC7"
"9867","CYP46A1"
"9868","NUCB1"
"9869","SLC6A20"
"9870","KRT76"
"9871","SERF1A"
"9872","SERF1B"
"9873","GATA3"
"9874","LINC00674"
"9875","SERINC5"
"9876","TFAP2E"
"9877","SMURF2"
"9878","ITM2A"
"9879","FBLIM1"
"9880","ACADM"
"9881","LOC100506082"
"9882","PUS7L"
"9883","OTUD7A"
"9884","CRYM"
"9885","DRG2"
"9886","CLDND2"
"9887","LAPTM4A"
"9888","EGF"
"9889","CYP4V2"
"9890","ZNF346"
"9891","PSORS1C1"
"9892","LYRM2"
"9893","LINC00997"
"9894","TYW1B"
"9895","DUS4L"
"9896","ST7-OT3"
"9897","SND1-IT1"
"9898","FAM66B"
"9899","PRDX4"
"9900","ARHGEF9"
"9901","FRRS1"
"9902","TYW5"
"9903","ALG12"
"9904","SNORD38B"
"9905","BSN"
"9906","PHF10"
"9907","PTCH1"
"9908","RGPD6"
"9909","PAXBP1"
"9910","PDXP"
"9911","SLCO5A1"
"9912","MAPK8"
"9913","LOC648987"
"9914","MDFI"
"9915","ZBED5"
"9916","HDAC1"
"9917","FAM72D"
"9918","FBXL19-AS1"
"9919","ZBTB44"
"9920","CRLS1"
"9921","PLEKHF2"
"9922","HDHD3"
"9923","TBL1Y"
"9924","LOC101927587"
"9925","NTN5"
"9926","MIR6721"
"9927","TNKS"
"9928","ADI1"
"9929","ANAPC16"
"9930","DDX17"
"9931","LIMA1"
"9932","NFU1"
"9933","ACAD9"
"9934","LINC00998"
"9935","PGAP2"
"9936","GOLT1B"
"9937","SNORD15B"
"9938","REP15"
"9939","TMEM242"
"9940","GBP3"
"9941","CISD1"
"9942","SERP2"
"9943","TRIM47"
"9944","MKX"
"9945","CA8"
"9946","UCK2"
"9947","CMTR2"
"9948","SYMPK"
"9949","HHIPL1"
"9950","ARR3"
"9951","KCNQ1"
"9952","CDC34"
"9953","EIF6"
"9954","SCAF4"
"9955","CCSER1"
"9956","TMEM171"
"9957","UBE2A"
"9958","HECTD2"
"9959","FAM19A2"
"9960","CCT2"
"9961","LOC101927178"
"9962","HYPK"
"9963","HDGFRP3"
"9964","SLC12A4"
"9965","GART"
"9966","TMEM191B"
"9967","NNT-AS1"
"9968","PON3"
"9969","LINC00535"
"9970","KHDRBS3"
"9971","LOC102724238"
"9972","LOC554249"
"9973","MYH3"
"9974","ZNF585B"
"9975","SNORD38A"
"9976","SNORD78"
"9977","RBM34"
"9978","TUBB8"
"9979","LAMP1"
"9980","NPTN-IT1"
"9981","LOC730183"
"9982","SRCAP"
"9983","FHOD1"
"9984","ANKRD11"
"9985","ITGB3"
"9986","COPZ2"
"9987","SNORD104"
"9988","ZNF625"
"9989","ANXA4"
"9990","TAF4"
"9991","PBRM1"
"9992","PDHB"
"9993","LOC101929741"
"9994","SNORD73A"
"9995","DTNBP1"
"9996","PSMB8"
"9997","ARID1B"
"9998","ASNS"
"9999","OTUD6B-AS1"
"10000","ASAP1-IT1"
"10001","TBC1D13"
"10002","HDAC6"
"10003","OSBPL7"
"10004","PIK3C2G"
"10005","SATB1"
"10006","LOC729083"
"10007","LINC01389"
"10008","RPRD2"
"10009","S100A3"
"10010","LINC01133"
"10011","DTX4"
"10012","CLMP"
"10013","TSFM"
"10014","BCL2"
"10015","FAM71E1"
"10016","EXOG"
"10017","SEC63"
"10018","ZNF703"
"10019","SHB"
"10020","DNLZ"
"10021","MAGEE1"
"10022","RSBN1"
"10023","PBXIP1"
"10024","TMEM126A"
"10025","KRT1"
"10026","LNX2"
"10027","NAA16"
"10028","UTP14C"
"10029","MED16"
"10030","PKDCC"
"10031","MIR149"
"10032","WFDC2"
"10033","SNORD12B"
"10034","RABL3"
"10035","ABCG2"
"10036","IYD"
"10037","SP8"
"10038","TIGD5"
"10039","SRSF1"
"10040","SAV1"
"10041","TMEM219"
"10042","C15orf27"
"10043","RRP7A"
"10044","TRAM2-AS1"
"10045","ADGRF5"
"10046","ATG4C"
"10047","SLC9A4"
"10048","UHRF1"
"10049","EIF1B-AS1"
"10050","NOMO1"
"10051","PHYHIP"
"10052","NUTM2D"
"10053","N4BP2L2-IT2"
"10054","SEZ6L2"
"10055","C5orf30"
"10056","MBNL3"
"10057","CCT6B"
"10058","PILRB"
"10059","EIF3K"
"10060","GRHPR"
"10061","CEACAM21"
"10062","LINC01426"
"10063","TIMMDC1"
"10064","TAX1BP3"
"10065","PRADC1"
"10066","USP37"
"10067","SGOL1"
"10068","KL"
"10069","RDH11"
"10070","MT1X"
"10071","PLEKHG4"
"10072","RILP"
"10073","TSHZ3"
"10074","ZNF812"
"10075","LOC440600"
"10076","G3BP2"
"10077","DNAJC11"
"10078","RNMT"
"10079","MIR4766"
"10080","C3orf36"
"10081","RARS"
"10082","TBKBP1"
"10083","ADGRE4P"
"10084","TMIE"
"10085","CCNI2"
"10086","CLTC"
"10087","FANCI"
"10088","KIAA1958"
"10089","PEX11B"
"10090","ROM1"
"10091","SLC46A3"
"10092","REEP4"
"10093","ANKS6"
"10094","CNRIP1"
"10095","PSMB5"
"10096","NF2"
"10097","ADRB1"
"10098","SDHD"
"10099","PAGR1"
"10100","ITGA3"
"10101","C2orf68"
"10102","CLDN16"
"10103","SCARNA16"
"10104","NUDT11"
"10105","SUDS3"
"10106","PCGF6"
"10107","MRPL23"
"10108","PWARSN"
"10109","SLC35F5"
"10110","HJURP"
"10111","IKBKAP"
"10112","HMCES"
"10113","NRROS"
"10114","LOC100506639"
"10115","RRAS"
"10116","PRKRIR"
"10117","PKP4"
"10118","LOC151174"
"10119","FAM109B"
"10120","LTF"
"10121","OSGIN1"
"10122","ZNF70"
"10123","ZNF204P"
"10124","FAM131C"
"10125","CD82"
"10126","SMIM10L1"
"10127","NT5C1B-RDH14"
"10128","C2orf27A"
"10129","PROSC"
"10130","ADAM11"
"10131","MAP1S"
"10132","FBRSL1"
"10133","ZNF879"
"10134","TGIF2"
"10135","MAP9"
"10136","PTPRB"
"10137","ITPRIPL2"
"10138","AAK1"
"10139","SULT1C2"
"10140","MRGBP"
"10141","LCK"
"10142","TMEM9"
"10143","ZNF768"
"10144","CCDC171"
"10145","PDZD2"
"10146","CTDSPL"
"10147","LOC100132356"
"10148","TMEM139"
"10149","MANF"
"10150","NECAP2"
"10151","KCNH1"
"10152","CD59"
"10153","ACAD10"
"10154","TMEM8A"
"10155","TNRC6A"
"10156","DHX40"
"10157","ADNP-AS1"
"10158","VEPH1"
"10159","BDH1"
"10160","HIBADH"
"10161","C8orf31"
"10162","MIR4664"
"10163","MIR4477B"
"10164","MIR4477A"
"10165","WNK2"
"10166","TMEFF1"
"10167","TMEM38B"
"10168","PAPPA"
"10169","NEBL"
"10170","VSTM4"
"10171","PRDX6"
"10172","REPS1"
"10173","HSPA2"
"10174","IL17D"
"10175","BRAT1"
"10176","RDH16"
"10177","COMMD7"
"10178","THUMPD2"
"10179","SLA2"
"10180","URB2"
"10181","CTDSP1"
"10182","SNORA59B"
"10183","SNORA59A"
"10184","CLCC1"
"10185","GPR25"
"10186","PLAC9"
"10187","ZNF408"
"10188","TMEM216"
"10189","RNASEH2B-AS1"
"10190","KNSTRN"
"10191","NPRL3"
"10192","TRIM72"
"10193","TEPP"
"10194","ACSF3"
"10195","SH2D3A"
"10196","ZNF788"
"10197","BCL2L12"
"10198","LINC01554"
"10199","NEU1"
"10200","AGPAT4"
"10201","LOC101927588"
"10202","TSC22D3"
"10203","MGST3"
"10204","SULT1A4"
"10205","SULT1A3"
"10206","ILF3"
"10207","IL2RB"
"10208","MIR302C"
"10209","C5orf38"
"10210","SH3PXD2B"
"10211","FOXCUT"
"10212","MIR29B1"
"10213","LINC01504"
"10214","YIPF6"
"10215","RPL13"
"10216","SLAMF9"
"10217","UBXN10-AS1"
"10218","FCRL5"
"10219","LGR4"
"10220","FLYWCH1"
"10221","TMEM220-AS1"
"10222","ENDOV"
"10223","MKKS"
"10224","SCOC-AS1"
"10225","HIVEP3"
"10226","C4BPB"
"10227","DNAJC4"
"10228","C12orf74"
"10229","RABEP1"
"10230","ZNF527"
"10231","CCDC106"
"10232","KIF16B"
"10233","DESI1"
"10234","ANAPC4"
"10235","CSN2"
"10236","KHDRBS2"
"10237","GPM6B"
"10238","MIR1184-3"
"10239","MIR1184-2"
"10240","MIR1184-1"
"10241","PSG6"
"10242","ZDHHC8P1"
"10243","LOC101927243"
"10244","BLK"
"10245","NDUFS6"
"10246","KDM2B"
"10247","NSMCE2"
"10248","COL24A1"
"10249","TEAD4"
"10250","CEP83"
"10251","HDAC11-AS1"
"10252","TMEM186"
"10253","AMDHD1"
"10254","ZSCAN29"
"10255","BTN2A2"
"10256","KIF13B"
"10257","TTC23"
"10258","MGRN1"
"10259","LOC101927577"
"10260","LOC101927482"
"10261","PLXNB2"
"10262","MIR30C2"
"10263","BRD7P3"
"10264","SUGT1P1"
"10265","SLC25A33"
"10266","ZNF160"
"10267","ZNF264"
"10268","DBIL5P"
"10269","ZNF805"
"10270","SEMA3F"
"10271","ZNF23"
"10272","RNF182"
"10273","GJC3"
"10274","E2F6"
"10275","NPIPA7"
"10276","NPIPA8"
"10277","SARS2"
"10278","LDOC1L"
"10279","RABGAP1"
"10280","TRIM58"
"10281","CTC1"
"10282","UGT1A6"
"10283","NUCB1-AS1"
"10284","NEK1"
"10285","LRP12"
"10286","ACTG1P17"
"10287","CCL3L3"
"10288","CCDC102B"
"10289","LOC100131655"
"10290","MIR1825"
"10291","TONSL-AS1"
"10292","C14orf93"
"10293","DCBLD1"
"10294","ARHGEF39"
"10295","SNORD36A"
"10296","SLC15A1"
"10297","HOXB2"
"10298","MRPS26"
"10299","TAF6"
"10300","IL12RB2"
"10301","SNX7"
"10302","ISCU"
"10303","RPL10A"
"10304","TMEM217"
"10305","TMEM130"
"10306","TVP23C"
"10307","GAS6"
"10308","OAF"
"10309","FSCN2"
"10310","LINC01132"
"10311","PCLO"
"10312","CD2"
"10313","QSOX1"
"10314","CNIH4"
"10315","TRDMT1"
"10316","FOXO3B"
"10317","MIR636"
"10318","SYS1-DBNDD2"
"10319","MCM5"
"10320","MTRNR2L9"
"10321","RP9"
"10322","DDC"
"10323","HMBOX1"
"10324","MIR600HG"
"10325","ZFP2"
"10326","MYH16"
"10327","PGM5P2"
"10328","SLC25A16"
"10329","TMEM161B"
"10330","FAM159A"
"10331","COQ3"
"10332","TRIP6"
"10333","CASKIN2"
"10334","CYCS"
"10335","KCNIP2"
"10336","PSMD4"
"10337","YARS2"
"10338","EXOSC1"
"10339","TNFAIP8L2-SCNM1"
"10340","PNPLA2"
"10341","TMEM109"
"10342","ANAPC15"
"10343","FAM101A"
"10344","MT1H"
"10345","FTSJ3"
"10346","ARHGEF26"
"10347","XACT"
"10348","CSNK2A3"
"10349","CPSF6"
"10350","SDR39U1"
"10351","TNRC6B"
"10352","PMS2P3"
"10353","CD1B"
"10354","TSLP"
"10355","MYO9A"
"10356","RYR3"
"10357","LOC100289580"
"10358","NHEJ1"
"10359","PGM3"
"10360","ZDHHC3"
"10361","FBXO5"
"10362","INPP5B"
"10363","CRTC3"
"10364","MTFMT"
"10365","ARHGAP8"
"10366","LINC01170"
"10367","WDR64"
"10368","CCDC92"
"10369","SLC39A9"
"10370","SNRPD1"
"10371","RMDN3"
"10372","KRT20"
"10373","CFAP97"
"10374","FBXO27"
"10375","LOC100190986"
"10376","ITM2C"
"10377","MIR6859-3"
"10378","MIR6859-2"
"10379","MIR6859-4"
"10380","MIR6859-1"
"10381","NUCKS1"
"10382","ZBTB39"
"10383","CLIP1-AS1"
"10384","FAN1"
"10385","ZNF507"
"10386","C21orf33"
"10387","NFXL1"
"10388","SETD9"
"10389","TFAMP1"
"10390","LOC101928731"
"10391","CDK8"
"10392","ZFP30"
"10393","SELT"
"10394","ITK"
"10395","SREBF2"
"10396","RBM6"
"10397","H1FX"
"10398","FAM46C"
"10399","ARNT"
"10400","LTBR"
"10401","HMGN2P46"
"10402","MYEF2"
"10403","STUB1"
"10404","PARN"
"10405","TBX2"
"10406","EPOR"
"10407","LENG9"
"10408","COMT"
"10409","COPG1"
"10410","SLC12A2"
"10411","BRD8"
"10412","RNF32"
"10413","GNL3"
"10414","THAP1"
"10415","OCA2"
"10416","ATP1A3"
"10417","HSPA12B"
"10418","LZTR1"
"10419","COL9A1"
